0	eve's pudding	pudding
1	shirataki noodles	noodle
2	haggis	food
3	cheese	food
4	khrenovina sauce	sauce
5	red peas soup	pea soup
6	crisp bread	bread
7	alfalfa sprout	seed
8	diot	sausage
9	chiffon cake	cake
10	pork tenderloin	meat
11	waffle and pancake mix	waffle
12	pizza	food
13	soto	soup
14	cinnamon roll	pastry
15	almond extract	spice
16	jook-sing noodles	noodle
17	rice vermicelli	noodle
18	mint	spice
19	breakfast cereal	cereal
20	oats	food
21	tapalapa bread	bread
22	phu quoc fish sauce	fish sauce
23	molasses	spice
24	chorba	soup
25	whole wheat bread	food
26	cookie crisp	breakfast cereal
27	mushroom	vegetable
28	barley	food
29	henan braised noodles	noodle
30	eggnog	beverage
31	pretzel	food
32	financier	cake
33	veda bread	bread
34	boerewors	food
35	turnip	vegetable
36	pie	food
37	millet	food
38	banana bread	sweet
39	sage	spice
40	maull's barbecue sauce	barbecue sauce
41	evaporated milk	food
42	donut	food
43	herb	spice
44	alheira	sausage
45	curry sauce	sauce
46	red velvet cake	sweet
47	caruso sauce	pasta sauce
48	curry ketchup	ketchup
49	coffee	beverage
50	crunchy nut	cereal
51	cumberland sausage	sausage
52	breakfast sausage	sausage
53	amaranth	flour
54	cottage cheese	cheese
55	potato pancake	food
56	flavoured water	beverage
57	fiddlehead fern	vegetable
58	macaroni	pasta
59	dundee cake	fruit cake
60	mint sauce	sauce
61	tagliatelle	pasta
62	cheese spread	food
63	soy milk	soy product
64	malanga	flour
65	popsicle	food
66	hot sauce	spice
67	shredded wheat	wheat
68	hot milk cake	layer cake
69	beetroot green	greens
70	salt	spice
71	crempog	pancake
72	shredded coconut	coconut
73	pumpkin	seed
74	aji	pepper
75	candy cane	goody
76	currant	fruit
77	bordelaise sauce	sauce
78	nantua sauce	sauce
79	pandebono	sweet
80	stollen	food
81	garganelli	pasta
82	ciambella	cake
83	bean sprout	vegetable
84	corn	food
85	rice bread	food
86	walnut oil	vegetable oil
87	gravy	sauce
88	liverwurst	sausage
89	albert sauce	sauce
90	cereal	vegetable
91	ladyfinger	pudding
92	olive oil	vegetable
93	watercress	vegetable
94	sprouted bread	bread
95	rosemary	spice
96	oyster sauce	sauce
97	wonton noodles	noodle
98	frozen meat	dairy product
99	soup	food
100	bun	food
101	rock cake	cake
102	harissa	sauce
103	salsa	food
104	banana bread	bread
105	eccles cake	sweet
106	dried fruit	food
107	chicory	date
108	rice noodles	noodle
109	quinoa	cereal
110	ginger root	spice
111	lincolnshire sausage	sausage
112	vienna bread	bread
113	celery	vegetable
114	café de paris sauce	sauce
115	apple sauce	food
116	horseradish sauce	condiment
117	supreme	food
118	corn flakes	food
119	rambutan	fruit
120	amish friendship bread	bread
121	butter and margarine	food
122	vinegar	spice
123	pea soup	bean
124	mock turtle soup	turtle soup
125	condensed milk	dairy product
126	homli fruit	fruit
127	pandoro	dough
128	cheese puffs	sweet
129	fudge	sweet
130	upside-down cake	sweet
131	potato bread	bread
132	yoghurt	dairy product
133	bread sauce	condiment
134	wheatgrass	food
135	kalguksu	soup
136	tahini	seed
137	malva pudding	pudding
138	peanut sauce	sauce
139	kladdkaka	cake
140	popsicle	sweet
141	bolognese sauce	sauce
142	hemp milk	food
143	pecan	fruit
144	lamian	noodle
145	vegetarian hot dog	hot dog
146	thyme	spice
147	saveloy	sausage
148	chimichurri	sauce
149	phu quoc fish sauce	sauce
150	vodka	beverage
151	falukorv	sausage
